review_id,user_id,rating,review_text,review_date,restaurant_id
931,27,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-15,1152
70,28,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-04,1630
83,28,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-07-29,715
659,28,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-07-08,1761
367,28,5,"Chất lượng tuyệt đỉnh, không chê vào đâu được.",2024-07-29,833
855,29,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-07-10,1526
762,30,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-06-18,1857
806,30,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-07-11,1494
907,30,2,"Có nhiều vấn đề, không tốt lắm.",2024-06-24,460
302,30,3,"Bình thường, không có gì nổi bật.",2024-07-13,1214
89,31,3,"Bình thường, không có gì nổi bật.",2024-06-25,1059
953,32,1,Quá thất vọng về chất lượng.,2024-06-25,794
43,32,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-06-01,960
466,32,1,Chờ đợi quá lâu và món ăn không ngon.,2024-07-13,1115
773,32,1,Chờ đợi quá lâu và món ăn không ngon.,2024-06-27,1521
48,32,3,Không tệ nhưng cũng không quá tốt.,2024-07-01,1313
476,33,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-07-06,1453
130,33,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-27,1636
38,33,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-07-30,1624
559,33,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-18,393
795,34,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-07-16,342
557,35,1,"Dịch vụ quá kém, không đáng giá.",2024-06-17,458
501,35,4,"Trải nghiệm khá ổn, hài lòng.",2024-06-12,958
340,35,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-06-14,1238
280,35,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-27,1137
958,36,2,"Có nhiều vấn đề, không tốt lắm.",2024-07-18,1346
124,36,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-01,1711
23,36,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-30,522
338,36,3,Không tệ nhưng cũng không quá tốt.,2024-07-24,1395
425,36,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-06-30,1656
1,37,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-12,271
136,37,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-07-31,1071
503,37,3,Không tệ nhưng cũng không quá tốt.,2024-06-02,44
335,37,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-03,1779
967,38,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-14,1219
781,38,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-07-05,1564
991,38,1,"Không hài lòng chút nào, quá tệ!",2024-07-17,1303
651,38,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-24,1101
14,39,1,Quá thất vọng về chất lượng.,2024-06-26,1189
695,40,1,Quá thất vọng về chất lượng.,2024-06-07,6
875,40,1,"Không hài lòng chút nào, quá tệ!",2024-06-03,272
499,40,1,"Dịch vụ quá kém, không đáng giá.",2024-07-12,624
860,40,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-07-28,591
799,41,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-28,874
738,42,1,"Dịch vụ quá kém, không đáng giá.",2024-06-24,1464
973,43,1,Chờ đợi quá lâu và món ăn không ngon.,2024-07-09,764
332,44,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-19,1198
198,44,1,Quá thất vọng về chất lượng.,2024-07-28,1336
795,44,1,Quá thất vọng về chất lượng.,2024-07-29,773
824,45,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-26,1674
374,45,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-16,1435
810,45,4,"Đồ ăn ngon, phục vụ chu đáo.",2024-07-03,1319
187,46,1,Quá thất vọng về chất lượng.,2024-06-19,52
192,47,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-11,1306
551,47,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-22,634
587,48,1,"Không hài lòng chút nào, quá tệ!",2024-07-05,1233
648,48,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-02,1409
558,49,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-07-20,1358
330,49,1,"Không hài lòng chút nào, quá tệ!",2024-07-28,245
139,50,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-30,1557
23,50,1,Quá thất vọng về chất lượng.,2024-06-23,1579
713,50,4,"Đồ ăn ngon, phục vụ chu đáo.",2024-07-11,1426
193,50,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-06-14,242
61,51,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-19,409
33,51,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-07,68
404,51,1,Quá thất vọng về chất lượng.,2024-06-11,129
455,51,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-06-01,889
916,52,1,"Không hài lòng chút nào, quá tệ!",2024-07-27,565
729,52,3,"Bình thường, không có gì nổi bật.",2024-07-02,358
273,53,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-06-24,470
570,54,2,"Dịch vụ không ổn định, khá chán.",2024-07-06,1862
493,54,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-22,754
94,54,3,"Bình thường, không có gì nổi bật.",2024-07-06,1520
780,54,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-25,1574
150,55,1,Chờ đợi quá lâu và món ăn không ngon.,2024-06-17,1177
553,55,1,"Không hài lòng chút nào, quá tệ!",2024-06-22,1908
583,55,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-06-11,1227
269,55,3,Không tệ nhưng cũng không quá tốt.,2024-06-20,942
520,56,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-15,1068
234,57,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-07-20,647
782,57,1,"Không hài lòng chút nào, quá tệ!",2024-06-24,1856
400,58,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-06-30,1713
732,58,5,"Chất lượng tuyệt đỉnh, không chê vào đâu được.",2024-07-19,1678
647,58,1,Chờ đợi quá lâu và món ăn không ngon.,2024-07-23,1502
746,59,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-07-13,502
304,59,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-17,1470
335,59,1,"Không hài lòng chút nào, quá tệ!",2024-06-13,1732
804,59,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-24,1937
153,59,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-06-20,906
238,60,3,"Bình thường, không có gì nổi bật.",2024-07-05,1022
476,61,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-06-27,1061
58,61,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-04,1865
781,62,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-07-21,328
232,63,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-05,1790
732,63,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-18,361
481,63,4,"Đồ ăn ngon, phục vụ chu đáo.",2024-07-24,1889
367,63,4,"Đồ ăn ngon, phục vụ chu đáo.",2024-07-12,45
851,63,1,"Dịch vụ quá kém, không đáng giá.",2024-07-20,718
489,64,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-06-07,727
430,64,4,"Trải nghiệm khá ổn, hài lòng.",2024-06-27,1787
573,64,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-06-10,89
905,64,1,Chờ đợi quá lâu và món ăn không ngon.,2024-06-15,875
629,65,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-07-19,932
868,65,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-11,865
62,65,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-06-08,748
924,65,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-07-02,523
174,66,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-07-31,414
876,67,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-07-15,1587
599,68,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-07-17,1149
852,68,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-07,72
453,69,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-07-09,1591
203,69,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-06-14,585
12,69,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-06-06,969
336,69,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-19,1768
555,70,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-06-22,1822
203,70,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-06-30,38
712,70,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-06-09,34
450,70,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-25,444
885,71,1,"Dịch vụ quá kém, không đáng giá.",2024-07-24,1241
264,71,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-06-05,1542
395,71,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-13,1926
338,71,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-07-07,97
460,71,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-07-02,1528
799,72,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-20,996
667,72,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-06-04,1943
386,72,1,Chờ đợi quá lâu và món ăn không ngon.,2024-06-16,1754
881,72,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-07-11,204
965,72,3,"Bình thường, không có gì nổi bật.",2024-07-19,153
242,73,3,Không tệ nhưng cũng không quá tốt.,2024-06-01,1257
990,73,4,"Đồ ăn ngon, phục vụ chu đáo.",2024-06-13,142
655,73,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-07-12,848
229,73,4,"Đồ ăn ngon, phục vụ chu đáo.",2024-07-04,234
169,74,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-07-13,1136
810,74,3,"Bình thường, không có gì nổi bật.",2024-06-24,36
940,74,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-16,441
294,74,1,Quá thất vọng về chất lượng.,2024-06-14,287
408,75,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-07-08,1224
510,75,1,Quá thất vọng về chất lượng.,2024-06-07,1743
974,75,3,"Bình thường, không có gì nổi bật.",2024-07-04,1036
473,75,1,Quá thất vọng về chất lượng.,2024-07-30,613
951,75,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-26,758
293,76,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-25,724
45,76,2,"Dịch vụ không ổn định, khá chán.",2024-06-06,1554
321,76,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-10,1039
356,76,3,"Bình thường, không có gì nổi bật.",2024-06-15,1323
384,76,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-07-02,853
583,77,1,Quá thất vọng về chất lượng.,2024-07-06,600
551,77,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-09,10
301,77,3,"Bình thường, không có gì nổi bật.",2024-06-22,1377
568,78,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-06-08,229
660,78,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-06-13,1229
503,78,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-07-21,211
819,78,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-14,568
337,79,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-07-30,1936
473,79,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-07-01,353
914,80,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-06-05,1098
590,80,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-06-29,1122
115,80,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-11,438
20,80,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-16,1088
634,81,3,"Bình thường, không có gì nổi bật.",2024-06-06,836
270,81,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-13,1545
133,81,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-27,1432
484,81,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-06-04,1904
990,81,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-06-26,20
309,82,5,"Chất lượng tuyệt đỉnh, không chê vào đâu được.",2024-07-22,979
798,82,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-07-24,1384
850,83,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-23,1717
640,83,1,"Không hài lòng chút nào, quá tệ!",2024-07-17,91
437,83,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-07-09,378
898,83,2,"Có nhiều vấn đề, không tốt lắm.",2024-07-11,1890
764,84,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-07-12,1763
269,84,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-14,490
969,84,1,Quá thất vọng về chất lượng.,2024-07-03,159
30,85,2,"Có nhiều vấn đề, không tốt lắm.",2024-07-13,1300
989,85,5,"Rất tuyệt vời, nhất định sẽ quay lại.",2024-06-07,656
880,85,3,"Bình thường, không có gì nổi bật.",2024-07-09,1292
98,85,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-21,416
450,86,2,"Có nhiều vấn đề, không tốt lắm.",2024-06-01,1683
393,87,2,"Dịch vụ không ổn định, khá chán.",2024-06-28,1639
176,87,2,"Dịch vụ không ổn định, khá chán.",2024-06-21,1969
693,88,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-23,1185
35,88,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-06-23,1515
1000,88,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-31,1431
336,89,1,"Dịch vụ quá kém, không đáng giá.",2024-06-02,215
402,90,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-07-08,447
76,90,2,"Dịch vụ không ổn định, khá chán.",2024-06-28,893
111,91,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-06-02,710
88,91,3,"Bình thường, không có gì nổi bật.",2024-06-11,1040
738,92,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-06-23,1429
171,92,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-30,728
894,92,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-09,1766
322,92,3,"Bình thường, không có gì nổi bật.",2024-07-27,689
859,93,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-07-12,132
559,93,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-14,280
594,93,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-20,420
341,93,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-07-15,604
371,94,2,"Có nhiều vấn đề, không tốt lắm.",2024-07-13,892
86,95,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-22,1191
436,96,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-07-24,1568
583,97,2,"Có nhiều vấn đề, không tốt lắm.",2024-06-14,166
762,97,1,Chờ đợi quá lâu và món ăn không ngon.,2024-07-07,144
29,98,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-06-18,301
318,98,2,"Có nhiều vấn đề, không tốt lắm.",2024-07-21,1353
418,98,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-13,633
344,98,4,"Trải nghiệm khá ổn, hài lòng.",2024-06-11,1881
551,98,1,"Dịch vụ quá kém, không đáng giá.",2024-06-29,429
422,99,5,"Chất lượng tuyệt đỉnh, không chê vào đâu được.",2024-07-22,1582
822,99,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-07-18,1964
57,99,2,"Dịch vụ không ổn định, khá chán.",2024-07-19,601
728,99,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-20,189
92,99,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-06-16,1817
951,100,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-12,88
27,100,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-05,1275
837,101,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-07-08,982
176,101,3,"Bình thường, không có gì nổi bật.",2024-07-04,739
378,101,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-15,1420
905,102,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-20,445
109,102,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-16,1906
811,102,1,"Trải nghiệm tồi tệ, không muốn quay lại.",2024-07-24,1151
930,102,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-14,1747
889,103,1,Chờ đợi quá lâu và món ăn không ngon.,2024-06-29,590
318,103,2,"Có nhiều vấn đề, không tốt lắm.",2024-07-04,1451
600,103,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-07-18,1687
8,104,4,"Trải nghiệm khá ổn, hài lòng.",2024-07-10,347
775,104,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-07-01,273
482,104,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-14,751
517,104,1,Chờ đợi quá lâu và món ăn không ngon.,2024-07-18,934
659,105,4,"Trải nghiệm khá ổn, hài lòng.",2024-06-13,1871
98,105,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-18,959
200,105,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-07-15,1134
349,105,5,"Quán ăn xuất sắc, đồ ăn ngon và phục vụ chu đáo.",2024-07-05,467
813,105,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-06-14,1141
229,106,4,"Trải nghiệm khá ổn, hài lòng.",2024-06-15,373
565,106,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-26,749
760,106,2,"Cần cải thiện nhiều hơn, cảm thấy chưa hài lòng.",2024-06-20,526
773,106,1,"Dịch vụ quá kém, không đáng giá.",2024-07-09,102
990,107,3,"Bình thường, không có gì nổi bật.",2024-07-27,1590
334,107,2,"Giá cao nhưng chất lượng thấp, không đáng tiền.",2024-07-14,99
784,107,3,"Trải nghiệm vừa phải, không có gì đáng nhớ.",2024-07-29,1939
418,107,1,"Dịch vụ quá kém, không đáng giá.",2024-07-26,1356
652,108,2,"Có nhiều vấn đề, không tốt lắm.",2024-06-24,247
632,109,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-24,1205
51,110,3,"Món ăn trung bình, dịch vụ cũng bình thường.",2024-07-29,1699
243,110,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-07-26,1269
518,110,4,"Dịch vụ tốt, món ăn ngon, sẽ quay lại.",2024-06-15,1632
72,110,2,"Dịch vụ không ổn định, khá chán.",2024-07-08,303
83,111,4,"Giá cả hợp lý, chất lượng tốt.",2024-07-25,1859
780,111,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-07-02,1105
957,112,3,"Mọi thứ ổn, không có gì đặc biệt.",2024-07-31,655
573,112,2,"Dịch vụ không ổn định, khá chán.",2024-07-13,1950
741,112,5,"Mọi thứ quá tuyệt, rất hài lòng!",2024-07-12,1602
60,112,2,"Dịch vụ không ổn định, khá chán.",2024-07-07,1352
347,113,5,"Tuyệt vời, dịch vụ và món ăn đều hoàn hảo!",2024-06-02,1452
212,113,2,"Không mấy ấn tượng, nhưng cũng tạm được.",2024-06-06,1896
769,113,4,"Một buổi tối dễ chịu, sẽ giới thiệu bạn bè.",2024-06-16,1297
